average_uptime,average_downtime,machine,e,ct,product
0 days 00:36:08.136363636,0 days 00:00:29.534883720,#20-2,0.9865608271685161,0 days 00:00:16.000000000,4012
0 days 00:36:56.465116279,0 days 00:00:30.119047619,#20-1,0.9865934033974756,0 days 00:00:15.000000000,4009
0 days 00:50:15.593750000,0 days 00:00:23.580645161,#50-2,0.9922411016628249,0 days 00:00:14.000000000,4050
0 days 00:35:40.200000000,0 days 00:00:27.136363636,#70-2,0.9874793944810324,0 days 00:00:16.000000000,4088
0 days 02:05:29.923076923,0 days 00:00:00.000000000,#100,1.0,0 days 00:00:14.000000000,4106
0 days 00:50:19.406250000,0 days 00:00:24.387096774,#50-1,0.991987926250037,0 days 00:00:17.000000000,4044
0 days 00:35:44.577777777,0 days 00:00:27.159090909,#70-1,0.987494299470344,0 days 00:00:16.000000000,4081
0 days 00:20:29.961038961,0 days 00:00:27.894736842,#30,0.9778235809076026,0 days 00:00:16.000000000,4021
0 days 02:06:12.076923076,0 days 00:00:00.000000000,#130,1.0,0 days 00:00:16.000000000,4117
0 days 13:28:27.000000000,0 days 00:00:01.000000000,#40,0.9999793848437372,0 days 00:00:13.000000000,4031
0 days 04:25:32.857142857,0 days 00:00:05.833333333,#170,0.9996340142659954,0 days 00:00:09.000000000,3352
0 days 02:13:57.666666666,0 days 00:00:00.000000000,#10,1.0,0 days 00:00:10.000000000,3998
0 days 02:05:08.923076923,0 days 00:00:00.000000000,#80,1.0,0 days 00:00:13.000000000,4096
0 days 02:04:55.230769230,0 days 00:00:00.000000000,#60,1.0,0 days 00:00:13.000000000,4065
0 days 13:38:00.500000000,0 days 00:00:32.000000000,#120,0.9993484347162128,0 days 00:00:25.000000000,2061
0 days 03:23:59.125000000,0 days 00:00:21.142857142,#110,0.9982754979427563,0 days 00:00:17.000000000,4108
0 days 02:06:49.076923076,0 days 00:00:00.000000000,#150,1.0,0 days 00:00:30.000000000,4122
0 days 02:09:30.307692307,0 days 00:00:00.000000000,#160,1.0,0 days 00:40:39.000000000,4125
0 days 02:06:23.076923076,0 days 00:00:00.000000000,#140,1.0,0 days 00:00:31.000000000,2066
0 days 02:05:17.384615384,0 days 00:00:00.000000000,#90,1.0,0 days 00:00:16.000000000,4101
