average_uptime,average_downtime,machine,e,ct,product
0 days 00:22:53.500000000,0 days 00:00:00.000000000,#130,1.0,0 days 00:00:18.000000000,116
0 days 00:22:35.000000000,0 days 00:00:00.000000000,#110,1.0,0 days 00:00:14.000000000,111
0 days 00:18:32.500000000,0 days 00:00:00.000000000,#20-2,1.0,0 days 00:00:11.000000000,87
0 days 00:23:15.500000000,0 days 00:00:00.000000000,#150,1.0,0 days 00:00:30.000000000,118
0 days 00:12:25.666666666,0 days 00:00:16.000000000,#30,0.9789934354485593,0 days 00:00:16.000000000,90
0 days 00:22:07.500000000,0 days 00:00:00.000000000,#10,1.0,0 days 00:00:41.000000000,85
0 days 00:24:19.000000000,0 days 00:00:00.000000000,#170,1.0,0 days 00:00:11.000000000,93
0 days 00:14:10.666666666,0 days 00:00:17.500000000,#70-2,0.9798425801497254,0 days 00:00:17.000000000,98
0 days 00:22:17.500000000,0 days 00:00:00.000000000,#100,1.0,0 days 00:00:14.000000000,107
0 days 00:21:47.000000000,0 days 00:00:00.000000000,#80,1.0,0 days 00:00:10.000000000,100
0 days 00:22:55.000000000,0 days 00:00:06.000000000,#120,0.9956553222302679,0 days 00:00:27.000000000,60
0 days 00:22:03.500000000,0 days 00:00:00.000000000,#90,1.0,0 days 00:00:16.000000000,103
0 days 00:14:02.666666666,0 days 00:00:17.500000000,#70-1,0.9796551055996742,0 days 00:00:17.000000000,97
0 days 00:19:18.000000000,0 days 00:00:00.000000000,#40,1.0,0 days 00:00:13.000000000,91
0 days 00:23:10.000000000,0 days 00:00:00.000000000,#140,1.0,0 days 00:00:36.000000000,60
0 days 00:23:23.000000000,0 days 00:00:00.000000000,#160,1.0,0 days 00:00:15.000000000,120
0 days 00:19:36.500000000,0 days 00:00:35.000000000,#50-2,0.9711101939744119,0 days 00:00:15.000000000,93
0 days 00:19:21.500000000,0 days 00:00:35.000000000,#50-1,0.970748015043878,0 days 00:00:15.000000000,92
0 days 00:20:13.500000000,0 days 00:00:00.000000000,#60,1.0,0 days 00:00:13.000000000,94
0 days 00:18:20.000000000,0 days 00:00:00.000000000,#20-1,1.0,0 days 00:00:13.000000000,86
