,train_result,test_list
1659,216907,219129
1660,221985,224655
1661,224363,226866
1662,219113,218715
1663,219188,220466
1664,205469,210174
1665,216012,217276
1666,212816,212754
1667,221752,221284
1668,214423,215419
1669,214740,215805
1670,214381,212343
1671,220761,222462
1672,212802,212508
1673,217936,217379
1674,203966,205371
1675,214955,214276
1676,215886,219795
1677,214026,216095
1678,207896,208682
1679,202365,202078
1680,200968,202864
1681,207625,208367
1682,207039,206894
1683,206993,210363
1684,215018,216497
1685,217523,219524
1686,218349,218798
1687,214175,215807
1688,210660,211319
1689,218014,215539
1690,214136,214841
1691,211219,215987
1692,221931,218725
1693,216730,217086
1694,220390,222295
1695,211403,211824
1696,215598,215226
1697,214552,213286
1698,208068,210396
1699,221250,226057
1700,220213,228786
1701,217037,219532
1702,217042,221799
1703,220405,222097
1704,218548,219439
1705,214104,215639
1706,211593,211637
1707,214586,217826
1708,221024,224002
1709,210748,213167
1710,206242,206044
1711,207981,207412
1712,207781,208284
1713,219479,217821
1714,229147,227635
1715,210074,208688
1716,226514,230178
1717,213730,213453
1718,207451,210604
1719,204439,206477
1720,209566,209698
1721,207227,207945
1722,208804,210619
1723,215574,215539
1724,204655,205009
1725,206013,206571
1726,205098,205234
1727,212499,212653
1728,215150,216217
1729,206735,206065
1730,214602,217562
1731,216352,216603
1732,199551,201630
1733,211112,210381
1734,207999,210890
1735,205465,207435
1736,203613,207815
1737,212609,213561
1738,214284,215726
1739,210353,210846
1740,218083,216624
1741,216124,215943
1742,214378,216316
1743,215866,216422
1744,217241,214469
1745,215424,217034
1746,207017,208475
1747,206526,206764
1748,202364,202047
1749,203028,203855
1750,206159,206013
1751,206121,204235
1752,206982,207368
1753,217786,220367
1754,210376,212058
1755,213872,214315
1756,209080,211467
1757,210879,213337
1758,217318,216553
1759,217015,216345
1760,210600,212563
1761,220279,219661
1762,215900,217643
1763,215105,216393
1764,202683,202200
1765,206253,204928
1766,208585,209040
1767,220550,220100
1768,208346,209371
1769,222472,222043
1770,225749,227189
1771,211758,215012
1772,215482,216381
1773,210900,212718
1774,218089,219190
1775,202304,203719
1776,219370,220726
1777,213449,213163
1778,213084,214941
1779,230192,226987
1780,220526,220858
1781,213268,215036
1782,220071,218272
1783,210318,210489
1784,219907,223097
1785,213440,213016
1786,222269,223912
1787,221917,224156
1788,223797,225961
1789,222405,223740
1790,223902,225164
1791,227470,227135
1792,217651,216412
1793,219329,221176
1794,218794,220885
1795,213803,213088
1796,214876,217009
1797,212986,216118
1798,222081,221156
1799,217464,216568
1800,227411,230103
1801,220768,219858
1802,207564,206551
1803,202040,203747
1804,205453,205574
1805,206674,206706
1806,210876,212063
1807,214191,213968
1808,202675,202582
1809,204946,207558
1810,203327,210304
1811,210019,211320
1812,204817,207549
1813,204462,204613
1814,204641,206331
1815,212291,212763
1816,211843,211501
1817,217187,216064
1818,202364,202587
1819,205157,206588
1820,210838,212939
1821,203717,203826
1822,213068,214103
1823,222040,222340
1824,198997,199233
1825,198144,200386
1826,209036,203658
1827,206138,206011
1828,207316,208014
1829,212263,211033
1830,207238,207996
1831,205822,204874
1832,200379,198243
1833,196917,199430
1834,203391,202631
1835,195410,195665
1836,202082,202886
1837,211308,210761
1838,207785,213931
1839,204027,206164
1840,211647,214843
1841,209160,211051
1842,207613,209330
1843,208647,213744
1844,205724,206276
1845,210870,209735
1846,217080,217699
1847,200505,201383
1848,201710,198749
1849,208527,207733
1850,198330,198288
1851,198646,201234
1852,203878,203865
1853,199504,198649
1854,206129,205347
1855,211176,210152
1856,205526,206044
1857,204132,201578
1858,205784,208461
1859,207143,206313
1860,192311,196141
1861,195899,197718
1862,192837,193124
1863,218639,212985
1864,221979,222506
1865,213569,214469
1866,210957,207850
1867,202091,203518
1868,213888,209919
1869,206488,206255
1870,218960,219518
1871,203012,205598
1872,200912,201027
1873,202483,204218
1874,205608,207100
1875,205741,205484
1876,207844,209350
1877,199314,198100
1878,197352,197555
1879,207742,210133
1880,213355,214293
1881,207108,207585
1882,201206,201246
1883,208341,208980
1884,203873,204598
1885,207106,206480
1886,204233,207383
1887,204110,203725
1888,201039,200312
1889,206820,206515
1890,212082,213908
1891,212405,214203
1892,202769,202297
1893,206613,206966
1894,210103,209451
1895,205766,206300
1896,211919,211619
1897,210364,211310
1898,204619,208003
1899,207942,209365
1900,208148,209083
1901,208291,209229
1902,200388,202115
1903,215838,216805
1904,212188,210662
1905,208377,208423
1906,205096,205334
1907,200041,201767
1908,207140,206744
1909,203785,205910
1910,207863,206720
1911,213171,213502
1912,214354,215859
1913,208577,211445
1914,206289,205781
1915,203192,204792
1916,203757,203513
1917,194367,195475
1918,200168,203105
1919,210054,211630
1920,202614,200489
1921,204604,207740
1922,206561,209671
1923,201564,201796
1924,208920,208149
1925,207076,208102
1926,200542,200060
1927,201675,200445
1928,200612,200157
1929,205377,203909
1930,207245,208276
1931,211621,211051
1932,207977,208691
1933,200523,201855
1934,201783,203374
1935,211748,213986
1936,209393,206976
1937,202947,202477
1938,204561,204939
1939,202998,202177
1940,206036,209039
1941,201012,201362
1942,211228,211409
1943,218531,217990
1944,212869,212049
1945,218921,219875
1946,208168,212118
1947,212466,212386
1948,206184,206457
1949,207602,210658
1950,204921,204552
1951,205711,207437
1952,204203,205076
1953,207709,208795
1954,211130,209467
1955,206362,206956
1956,203786,202947
1957,206702,207172
1958,197675,198539
1959,202702,204089
1960,203441,204238
1961,200345,200875
1962,195876,194000
1963,200425,200930
1964,203923,204904
1965,202076,201980
1966,193978,195506
1967,197082,198868
1968,198001,195751
1969,203877,199299
1970,199736,197755
1971,201021,201325
1972,205625,205726
1973,194888,196435
1974,206356,205923
1975,204268,206125
1976,197823,200026
1977,201736,199387
1978,206252,207630
1979,203602,205863
1980,204527,205710
1981,208116,212230
1982,201250,201329
1983,201949,203068
1984,215180,214084
1985,210998,212374
1986,211536,211734
1987,206620,209404
1988,208258,206816
1989,203381,203579
1990,202200,202525
1991,208152,209857
1992,213297,212672
1993,212951,211295
1994,209797,209493
1995,212245,211849
1996,207835,210453
1997,211157,211183
1998,213544,214118
1999,208913,209032
2000,206815,208413
2001,211307,212833
2002,205643,205586
2003,211698,212110
2004,210043,208726
2005,212098,212303
2006,206196,206652
2007,219724,221056
2008,218400,219518
2009,217965,222184
2010,206389,209302
2011,206084,206541
2012,213733,212515
2013,208476,208869
2014,202789,203963
2015,202793,201506
2016,204180,203646
2017,208399,207981
2018,211121,209181
2019,204197,204071
2020,198131,196397
2021,204595,209737
2022,203928,203731
2023,211751,211724
2024,208624,210287
2025,208647,209464
2026,209192,208843
2027,199214,201780
2028,207936,207336
2029,203062,208080
2030,211583,214811
2031,213440,213599
2032,211242,210140
2033,203286,203757
2034,221556,218231
2035,211366,212331
2036,207488,208125
2037,211701,211093
2038,208854,208981
2039,204848,203999
2040,211946,211596
2041,202962,202339
2042,218985,221742
2043,211933,208942
2044,197697,198912
2045,197766,199561
2046,202217,203012
2047,210793,206542
2048,201025,200722
2049,196997,196770
2050,202511,202202
2051,201448,201904
2052,205391,206305
2053,209185,211842
2054,208087,209180
2055,198593,199276
2056,209712,210138
2057,207829,207277
2058,199447,199706
2059,200830,205109
2060,201779,201652
2061,201861,202586
2062,206295,206592
2063,208292,209927
2064,216142,214864
2065,206075,210159
2066,206061,208340
2067,203139,203789
2068,201936,200032
2069,207046,209146
2070,200333,199371
2071,202743,202692
2072,204094,203452
2073,196238,195418
2074,205029,204891
2075,208266,209589
2076,201080,200910
2077,201319,204097
2078,206783,203744
2079,209142,212534
2080,211923,211522
2081,199581,202407
2082,208780,215283
2083,202419,203791
2084,207035,212000
2085,212474,214112
2086,214396,213918
2087,215478,215847
2088,203228,202931
2089,212654,211985
2090,205964,206062
2091,206524,206958
2092,204902,206944
2093,200529,198369
2094,221105,216287
2095,193664,192208
2096,204019,207678
2097,213783,213164
2098,195245,196828
2099,197861,196980
2100,196973,200335
2101,194741,196338
2102,214231,211103
2103,200192,198580
2104,201664,201535
2105,206866,206824
2106,210082,207423
2107,204604,207395
2108,200571,200231
2109,206199,208066
2110,204426,205827
2111,208478,208705
2112,204768,204815
2113,218213,217900
2114,206772,205979
2115,209555,209282
2116,213966,216608
2117,211624,213085
2118,205091,207861
2119,206331,207113
2120,199799,201345
2121,205430,206477
2122,211265,211813
2123,202465,204832
2124,208291,211462
2125,208179,208645
2126,199343,199286
2127,203066,199942
2128,203882,203691
2129,199990,200046
2130,199574,198694
2131,203488,201579
2132,206372,206320
2133,203659,203997
2134,201017,203079
2135,201378,200104
2136,204084,204070
2137,195207,195899
2138,199515,198560
2139,198555,197878
2140,202358,201613
2141,207880,209533
2142,206925,207353
2143,199996,199011
2144,204697,207177
2145,205858,208214
2146,201241,201182
2147,192006,192935
2148,202313,201653
2149,205542,206950
2150,208192,206900
2151,205319,205789
2152,204184,206194
2153,208737,209157
2154,211314,212461
2155,213441,213082
2156,211307,209262
2157,208151,209663
2158,213483,210907
2159,223446,221067
2160,213932,215582
2161,210789,214373
2162,222991,221688
2163,223376,225289
2164,205921,206954
2165,209293,207668
2166,210270,211626
2167,206104,206457
2168,209805,207148
2169,211741,212823
2170,218115,219438
2171,218685,213720
2172,209553,206351
2173,219116,218933
2174,214584,216042
2175,218639,220207
2176,214183,214473
2177,198447,198278
2178,198881,200109
2179,201626,200205
2180,209850,209528
2181,204102,203934
2182,206323,207799
2183,205635,205536
2184,205884,207115
2185,209920,212486
2186,207878,207702
2187,209108,209891
2188,210020,212591
2189,210265,212482
2190,210108,212951
2191,206094,202949
2192,212643,213093
2193,219370,220442
2194,208125,209701
2195,209131,207467
2196,197914,198132
2197,200150,199470
2198,198456,201053
2199,201488,204482
2200,201071,201296
2201,203797,204340
2202,201493,203707
2203,209765,209101
2204,205714,205902
2205,204963,203955
2206,205229,207454
2207,205149,204671
2208,217534,216956
2209,205791,205189
2210,203103,204535
2211,209709,209596
2212,203859,207245
2213,211801,211319
2214,203755,204004
2215,206363,207778
2216,201792,203734
2217,199772,199176
2218,210847,210466
2219,204485,207770
2220,203299,204627
2221,206801,206545
2222,203400,204542
2223,206807,208793
2224,206095,206885
2225,209740,210482
2226,207005,207462
2227,205831,203589
2228,202727,204379
2229,200157,200079
2230,204147,204388
2231,200445,200411
2232,202755,204884
2233,196004,196989
2234,206301,206918
2235,204648,210209
2236,208902,209329
2237,201891,200345
2238,204345,201930
2239,211547,211345
2240,208125,209885
2241,201709,202596
2242,209310,208208
2243,205892,206102
2244,204756,207801
2245,203321,206351
2246,205341,207787
2247,207785,208464
2248,208199,207580
2249,200729,203072
2250,200890,201174
2251,202212,202637
2252,199555,198788
2253,201293,201989
2254,201547,201839
2255,199974,201246
2256,202975,202222
2257,201250,200533
2258,198974,199602
2259,205689,205836
2260,211036,210880
2261,205799,205234
2262,204534,204146
2263,210971,210082
2264,199951,202499
2265,208078,209034
2266,206829,206272
2267,214513,213355
2268,212195,214363
2269,210374,210994
2270,196767,197468
2271,200696,200579
2272,203118,203086
2273,201132,200647
2274,205470,205484
2275,201038,205064
2276,203046,205341
2277,205771,205563
2278,201271,201317
2279,206951,208885
2280,205933,206419
2281,206923,208041
2282,214597,213184
2283,206564,214445
2284,206319,208872
2285,214492,214817
2286,215960,217059
2287,211605,214133
2288,206023,206445
2289,211806,211317
2290,214220,214228
2291,200022,199817
2292,206951,207450
2293,208287,205954
2294,210039,210875
2295,206977,206085
2296,208594,207609
2297,202322,203237
2298,211580,211904
2299,204180,204099
2300,203215,202410
2301,203537,205402
2302,208934,207320
2303,207868,207482
2304,209100,210842
2305,206060,207891
2306,202391,203877
2307,212287,212385
2308,207760,206761
2309,208206,207846
2310,211963,212209
2311,201961,205934
2312,207267,207174
2313,209353,209418
2314,212634,216919
2315,211299,211508
2316,217946,217748
2317,206190,210493
2318,203317,204905
2319,207207,205004
2320,208166,209236
2321,205833,205205
2322,209810,209984
2323,210724,212538
2324,207274,207245
2325,207732,201415
2326,208511,205465
2327,212133,212925
2328,206468,206352
2329,215390,215664
2330,214473,213950
2331,211410,211998
2332,211604,212735
2333,210620,210748
2334,210598,212843
2335,212369,212615
2336,221917,222244
2337,206964,207964
2338,211077,211256
2339,209157,208914
2340,211332,212043
2341,208330,209973
2342,206340,206911
2343,211844,212973
2344,213709,216183
2345,206101,205730
2346,209651,209927
2347,201917,202174
2348,203142,204945
2349,206159,207372
2350,204824,204406
2351,208406,209217
2352,216042,213807
2353,209328,210095
2354,205443,205401
2355,210541,209937
2356,207792,209106
2357,210884,207845
2358,212526,211918
2359,212525,213161
2360,225055,225946
2361,209532,210797
2362,204434,205414
2363,213479,213447
2364,210179,210918
2365,209017,209575
2366,207131,207430
2367,210377,211118
2368,209805,209791
2369,205932,213143
2370,211348,213330
2371,205715,205769
2372,199104,199961
2373,207855,207831
2374,204859,204774
2375,205246,204603
2376,205570,207647
2377,205069,204964
2378,203257,204570
2379,206723,206418
2380,202494,203427
2381,203999,206839
2382,200212,201457
2383,204940,206437
2384,204519,204933
2385,209036,207659
2386,206684,206295
2387,205802,204780
2388,209568,209971
2389,201660,205364
2390,201997,203767
2391,199419,199263
2392,201907,206926
2393,205880,207425
2394,208974,206627
2395,196107,194558
2396,198248,197625
2397,196142,196001
2398,203187,204089
2399,206704,208534
2400,203333,205966
2401,202351,202578
2402,207751,202664
2403,200098,200831
2404,203248,203090
2405,198053,197831
2406,205901,203656
2407,210436,212668
2408,207976,207823
2409,205171,204202
2410,206316,205993
2411,210606,210102
2412,207625,209749
2413,204994,201614
2414,202563,204235
2415,206629,206078
2416,208146,209424
2417,210437,210113
2418,213479,214171
2419,201211,203246
2420,196891,197703
2421,201372,202041
2422,207103,202734
2423,209978,207893
2424,208488,208781
2425,203392,203646
2426,209404,209487
2427,207502,209094
2428,209107,211144
2429,207141,205459
2430,210358,211079
2431,210875,210939
2432,213036,213427
2433,207405,208627
2434,211247,211236
2435,205061,205181
2436,206734,204157
2437,208363,208277
2438,211137,212191
2439,207054,207560
2440,211409,211816
2441,208743,207094
2442,204040,204468
2443,206699,205235
2444,213089,211858
2445,205973,206535
2446,214739,210769
2447,206470,207199
2448,206109,207190
2449,209136,210864
2450,214401,215336
2451,205354,206550
2452,211276,206627
2453,211495,212890
2454,213137,214436
2455,206759,204993
2456,207692,208517
2457,206996,205804
2458,202838,201896
2459,209789,212213
2460,212587,213413
2461,204413,203444
2462,206994,206951
2463,207556,207012
2464,204157,202974
2465,208646,209592
2466,213938,214222
2467,216965,219661
2468,218805,218650
2469,211069,211355
2470,207805,212731
2471,206511,208879
2472,212525,213642
2473,211477,211676
2474,214417,215301
2475,206010,208007
2476,213877,213534
2477,207184,208217
2478,211458,211370
2479,216754,214936
2480,214944,215789
2481,206039,206721
2482,211021,211201
2483,208822,209120
2484,207997,207710
2485,208732,210410
2486,216002,215528
2487,212457,213264
2488,210112,210554
2489,205892,206477
2490,209759,209800
2491,210927,211756
2492,206496,203436
2493,208652,210849
2494,213490,211951
2495,209920,211575
2496,213599,216690
2497,206855,211373
2498,212443,209832
2499,213525,212767
2500,218167,217910
2501,214260,215501
2502,216652,216765
2503,208478,208959
2504,207398,208230
2505,203293,205398
2506,199402,201814
2507,201478,201913
2508,202982,203652
2509,202804,201535
2510,203459,203202
2511,211473,207013
2512,209834,209493
2513,208639,207896
2514,200867,198892
2515,200643,202224
2516,203869,204739
2517,207593,206970
2518,206154,208118
2519,204398,205059
2520,213190,215170
2521,211599,208679
2522,207399,208462
2523,213693,213313
2524,206348,211821
2525,205965,205216
2526,207998,207719
2527,203964,205645
2528,198368,197052
2529,200702,199413
2530,200212,199862
2531,201079,202297
2532,209134,209234
2533,205569,204923
2534,206344,206674
2535,207774,206943
2536,204684,206056
2537,209750,211365
2538,205114,208317
2539,211311,209383
2540,209378,210394
2541,200999,201667
2542,205951,205924
2543,209106,208513
2544,203867,203174
2545,203563,203474
2546,205373,207865
2547,210480,211145
2548,203737,204977
2549,206827,207456
2550,211186,211468
2551,210845,211244
2552,204961,206112
2553,207412,206979
2554,207047,206523
2555,202750,204339
2556,206342,208238
2557,207432,208620
2558,205247,210430
2559,211662,211869
2560,210882,212760
2561,202624,202368
2562,205471,206599
2563,204081,203224
2564,207629,208831
2565,204896,204858
2566,213526,215542
2567,210143,210490
2568,207683,211192
2569,211070,210902
2570,208709,210689
2571,212759,214692
2572,210646,213092
2573,206719,208403
2574,213964,211618
2575,214219,213223
2576,202526,204116
2577,201914,201381
2578,200865,203906
2579,211808,212126
2580,204612,202158
2581,203311,200408
2582,199527,200298
2583,203973,207325
2584,203476,202523
2585,200461,201338
2586,205358,208652
2587,204156,203266
2588,205925,207422
2589,206575,207246
2590,205591,208713
2591,201762,201319
2592,204182,204180
2593,206347,204619
2594,206574,207370
2595,201426,204261
2596,203067,202990
2597,197829,199788
2598,198207,200192
2599,195880,199052
2600,199390,198771
2601,202820,204492
2602,200420,199890
2603,213574,213688
2604,203410,202597
2605,196287,198631
2606,205505,205198
2607,205977,207678
2608,197791,197713
2609,205205,206542
2610,198984,199648
2611,204701,204000
2612,202244,200822
2613,202759,203606
2614,207714,207798
2615,203893,205802
2616,195485,196569
2617,204892,204372
2618,204529,205817
2619,194921,196001
2620,195501,197206
2621,197203,198425
2622,205149,205317
2623,200161,201856
2624,204150,201386
2625,200565,203688
2626,200239,200338
2627,197049,196735
2628,191120,191420
2629,199655,202463
2630,208954,208868
2631,200996,203659
2632,202721,203791
2633,211134,211784
2634,201346,201832
2635,206381,203722
2636,211758,212753
2637,211914,212570
2638,219498,216488
2639,214509,215410
2640,201850,201955
2641,200268,198551
2642,199579,200245
2643,198229,200118
2644,202204,201714
2645,199979,198604
2646,197815,198818
2647,200104,200862
2648,203623,207226
2649,207503,209560
2650,206902,209164
2651,205277,205643
2652,206958,204858
2653,205763,207506
2654,209443,206756
2655,203610,207679
2656,203622,203041
2657,201794,204759
2658,205600,202624
2659,202675,203764
2660,206092,209908
2661,201804,203072
2662,203374,201207
2663,200634,203407
2664,210510,211061
2665,207904,209243
2666,212669,211742
2667,207154,208664
2668,209212,210481
2669,209270,210011
2670,209235,210021
2671,206896,206248
2672,202989,204729
2673,209908,210450
2674,203449,203691
2675,213001,211831
2676,205874,206716
2677,205568,208954
2678,214238,215159
2679,208932,209137
2680,221323,223449
2681,209814,220399
2682,209861,208506
2683,216636,214912
2684,214599,215099
2685,218770,219178
2686,215807,218504
2687,206244,206723
2688,212272,211052
2689,205080,205521
2690,204321,203973
2691,202268,204666
2692,205633,206892
2693,201320,201955
2694,209301,209922
2695,211735,211830
2696,213953,213798
2697,202511,201795
2698,212286,212797
2699,203116,201802
2700,205146,205697
2701,204670,204482
2702,208301,209452
2703,208176,214526
2704,205399,204869
2705,201278,202593
2706,193298,192465
2707,194329,195107
2708,195076,196234
2709,207088,206498
2710,200328,202463
2711,206094,206535
2712,199855,198760
2713,198086,195441
2714,200485,201048
2715,202993,204796
2716,204658,202787
2717,196452,197229
2718,200537,199092
2719,202641,202334
2720,203597,205350
2721,197707,198123
2722,196657,195518
2723,200920,199919
2724,194304,196893
2725,197927,197661
2726,201076,201754
2727,199294,199187
2728,203507,205784
2729,209731,206695
2730,207326,205531
2731,205862,207701
2732,215996,215576
2733,209209,208812
2734,212033,214735
2735,202814,200474
2736,197524,198062
2737,198896,199064
2738,199719,203115
2739,197351,197956
2740,199453,200935
2741,192705,192340
2742,203820,204303
2743,198477,199816
2744,198305,197876
2745,199487,198246
2746,202835,203770
2747,202095,202447
2748,201179,202225
2749,197904,199101
2750,199222,199770
2751,194662,194669
2752,199948,200695
2753,204610,203308
2754,202709,200398
2755,196220,195185
2756,198146,199392
2757,205961,204944
2758,196171,198225
2759,198833,198487
2760,200077,200677
2761,197742,198428
2762,200909,201052
2763,199220,200325
2764,201395,200463
2765,194653,195626
2766,201964,201287
2767,200408,202224
2768,206162,206063
2769,203852,200916
2770,209728,210729
2771,200679,202665
2772,198019,197360
2773,196351,195912
2774,206357,206015
2775,201618,201110
2776,196262,195569
2777,198561,198353
2778,197178,199855
2779,198781,197098
2780,201493,206251
2781,209573,208834
2782,214123,217259
2783,207870,210652
2784,200790,202030
2785,207149,206787
2786,198476,196042
2787,198239,199580
2788,199861,201155
2789,201822,200648
2790,194323,196369
2791,205520,203289
2792,200091,202833
2793,211761,212401
2794,214055,213654
2795,209905,211402
2796,205913,204175
2797,204331,205118
2798,208120,206857
2799,206921,208477
2800,211201,211348
2801,201066,204410
2802,214154,211688
2803,201711,202174
2804,204458,204237
2805,202815,203627
2806,201288,201297
2807,207048,207335
2808,212913,211093
2809,202482,203148
2810,195669,199583
2811,202680,203447
2812,209703,211134
2813,209178,209506
2814,210003,210906
2815,202191,203165
2816,197826,197256
2817,205560,208350
2818,203747,203676
2819,200303,201145
2820,202837,203536
2821,202008,201507
2822,201698,202313
2823,200265,202300
2824,201141,201185
2825,200507,200806
2826,198116,201283
2827,208699,208453
2828,198075,199184
2829,202685,205013
2830,209189,211649
2831,204858,205198
2832,200801,203082
2833,191854,192788
2834,197000,197198
2835,199023,200065
2836,204124,204255
2837,203553,203556
2838,195326,195749
2839,198031,199211
2840,198439,198522
2841,199729,200649
2842,206834,207511
2843,199301,197006
2844,205497,204189
2845,208247,209301
2846,209826,210310
2847,209556,206878
2848,202529,202351
2849,210243,215359
2850,204868,205544
2851,205342,201801
2852,200193,202040
2853,199716,197663
2854,207887,205566
2855,208971,206691
2856,210280,207168
2857,213484,213419
2858,217153,217149
2859,214192,213620
2860,210046,213455
2861,211191,214441
2862,205177,208393
2863,201970,201026
2864,207418,202282
2865,202422,203988
2866,206772,206524
2867,201851,202326
2868,207805,213283
2869,210000,211050
2870,208230,208697
2871,205867,204745
2872,205232,204467
2873,200938,200750
2874,201777,204388
2875,203627,203715
2876,202873,203961
2877,209302,208568
2878,214834,213477
2879,209341,211593
2880,215016,215597
2881,202162,205774
2882,204014,203036
2883,212150,212043
2884,215305,216710
2885,210805,211011
2886,205461,207472
2887,207991,208093
2888,205261,207825
2889,210837,212685
2890,203559,204773
2891,211625,213461
2892,214061,214711
2893,211160,209489
2894,204537,205756
2895,216255,216533
2896,210453,207352
2897,210212,208965
2898,209630,210535
2899,212959,212933
2900,213196,214001
2901,204374,204057
2902,205963,206669
2903,207084,207138
2904,212877,213165
2905,209153,207278
2906,207789,208341
2907,209352,206107
2908,216646,215173
2909,214080,214859
2910,209320,209840
2911,201215,202591
2912,216930,219978
2913,210694,211766
2914,209099,210573
2915,201952,202677
2916,199052,198275
2917,200347,202642
2918,206079,206148
2919,205050,204554
2920,207286,208010
2921,205969,203180
2922,211659,213856
2923,206153,206936
2924,202981,204596
2925,204008,199544
2926,206794,208797
2927,204379,204772
2928,203864,202693
2929,214707,215279
2930,226073,226111
2931,210308,209486
2932,209469,210266
2933,207198,206463
2934,212733,210572
2935,202305,203848
2936,202104,201948
2937,198686,200905
2938,196753,196002
2939,197500,199714
2940,200834,201296
2941,204537,207144
2942,206226,205897
2943,196797,198217
2944,205978,203736
2945,206457,203483
2946,209960,210248
2947,198573,199496
2948,205997,207266
2949,207692,206994
2950,195992,196711
2951,201686,201659
2952,207862,209083
2953,207179,207299
2954,212596,211601
2955,194290,195484
2956,196793,199051
2957,197425,200752
2958,196800,196011
2959,198624,198010
2960,206810,210109
2961,208779,212871
2962,217494,218757
2963,222953,224034
2964,202860,204238
2965,210216,211518
2966,200685,201605
2967,199317,199483
2968,203093,203567
2969,200805,203289
2970,198482,199280
2971,210737,210498
2972,221769,224122
2973,209016,208966
2974,205005,206657
2975,200926,202995
2976,201683,200045
2977,202157,202930
2978,202406,199503
2979,196778,196336
2980,204016,205050
2981,204687,204335
2982,202375,202197
2983,203560,203855
2984,201428,203786
2985,198224,198889
2986,201947,202657
2987,210891,210810
2988,212382,213624
2989,210484,208798
2990,212062,211442
2991,213362,209627
2992,206308,207080
2993,202859,203163
2994,199908,201170
2995,200203,203349
2996,197565,198706
2997,197686,196649
2998,197506,198745
2999,195644,196049
3000,212665,213721
3001,203871,207123
3002,201092,200851
3003,201386,203429
3004,208055,210496
3005,206477,206644
3006,210945,209958
3007,201274,200650
3008,212862,212802
3009,202587,203564
3010,206271,207294
3011,206653,205772
3012,210035,207647
3013,207523,208953
3014,215140,216971
3015,211345,212299
3016,208187,212748
3017,202972,205406
3018,201065,201545
3019,201623,202248
3020,208032,208728
3021,205674,206052
3022,205229,205544
3023,199348,200393
3024,208494,207810
3025,211221,212693
3026,205109,207717
3027,213607,212513
3028,199036,201065
3029,200315,200235
3030,198975,196661
3031,197049,197238
3032,198883,200496
3033,208727,210160
3034,210810,212720
3035,204153,205002
3036,210735,211816
3037,206252,206901
3038,214539,215282
3039,209597,210282
3040,203854,206403
3041,193615,194641
3042,204302,204848
3043,218691,220777
3044,210610,211020
3045,200803,202891
3046,204321,203159
3047,202339,202144
3048,212721,214963
3049,210332,212146
3050,212404,211809
3051,205920,207856
3052,201994,202304
3053,205812,207289
3054,204979,206203
3055,204942,206577
3056,197461,196960
3057,204740,205113
3058,203684,201491
3059,204268,203664
3060,203475,205586
3061,201168,203309
3062,205215,205464
3063,197847,199860
3064,205531,206342
3065,209460,209197
3066,195956,196351
3067,201226,200085
3068,203526,204774
3069,208019,209554
3070,197261,196629
3071,199685,199329
3072,211929,210757
3073,209296,209581
3074,202660,205380
3075,199126,200396
3076,200218,200586
3077,203780,204404
3078,205211,208095
3079,208940,208013
3080,201909,201801
3081,196475,197002
3082,193615,192536
3083,199059,197486
3084,193883,195961
3085,200147,202185
3086,198765,200608
3087,209002,209016
3088,201357,203055
3089,201653,202345
3090,204825,212016
3091,197130,197544
3092,194505,194405
3093,203734,203546
3094,203255,202114
3095,202579,201426
3096,204845,206092
3097,197104,197798
3098,204431,204723
3099,204390,204379
3100,205269,205738
3101,194730,195832
3102,194805,194277
3103,210576,207928
3104,201405,200684
3105,197288,199042
3106,197301,197680
3107,196575,197045
3108,193198,195112
3109,199562,199920
3110,200788,200131
3111,194365,196339
3112,192508,195421
3113,196625,198716
3114,198096,199720
3115,202826,203908
3116,201212,200746
3117,203413,205156
3118,200775,201678
3119,202982,203666
3120,201378,201811
3121,196767,197491
3122,208715,209647
3123,200015,201976
3124,205651,205540
3125,208684,210512
3126,212881,212184
3127,210729,208178
3128,211244,211520
3129,205695,208309
3130,201504,202641
3131,201204,201347
3132,205060,204012
3133,203900,203789
3134,200844,201821
3135,197874,200731
3136,204582,199554
3137,196929,198364
3138,196845,197560
3139,197182,197299
3140,197332,197904
3141,206816,206900
3142,212642,212983
3143,214679,215993
3144,193347,193742
3145,202448,201653
3146,204005,204025
3147,204544,204992
3148,201538,204008
3149,205543,212976
3150,207693,208337
3151,207813,207949
3152,198817,195868
3153,202410,201838
3154,197286,195854
3155,201253,199214
3156,199499,200745
3157,205336,207944
3158,195028,194825
3159,197294,196107
3160,206115,209850
3161,208619,208417
3162,213199,212406
3163,207246,207128
3164,203105,205500
3165,204225,205335
3166,208079,212835
3167,206056,207597
3168,209100,209109
3169,208635,210608
3170,208307,209247
3171,198762,200388
3172,210076,211745
3173,204343,204878
3174,212873,211645
3175,207714,208911
3176,207424,211291
3177,201659,201849
3178,204554,205237
3179,211975,210754
3180,198863,198494
3181,202339,204615
3182,198425,199985
3183,195277,195383
3184,198689,198243
3185,198317,200430
3186,204745,206067
3187,201358,201975
3188,201766,202852
3189,203889,204032
3190,197187,196510
3191,197792,201372
3192,196521,196245
3193,203310,205128
3194,210972,205572
3195,200735,196350
3196,197319,198301
3197,196926,196561
3198,195725,198504
3199,195118,197728
3200,193125,192035
3201,195413,195311
3202,193590,194487
3203,201392,201689
3204,202759,203834
3205,195077,200031
3206,195253,196893
3207,198863,198681
3208,202183,200874
3209,210231,209644
3210,203518,203321
3211,198782,200059
3212,191684,192309
