average_uptime,average_downtime,machine,e,ct,product
0 days 01:37:53.214285714,0 days 00:00:00.000000000,#130,1.0,0 days 00:00:16.000000000,6308
0 days 05:41:34.000000000,0 days 00:00:21.000000000,#110,0.9989763587618815,0 days 00:00:15.000000000,6303
0 days 01:01:23.414634146,0 days 00:00:20.625000000,#20-2,0.9944317550466073,0 days 00:00:15.000000000,6248
0 days 23:10:42.000000000,0 days 00:00:29.000000000,#150,0.9996525739478381,0 days 00:00:30.000000000,6292
0 days 00:35:23.718309859,0 days 00:00:17.257142857,#30,0.9919395886416597,0 days 00:00:18.000000000,6254
0 days 01:27:06.448275862,0 days 00:00:00.000000000,#10,1.0,0 days 00:00:19.000000000,6239
0 days 05:07:25.600000000,0 days 00:00:18.444444444,#170,0.9990010615225988,0 days 00:00:09.000000000,5088
0 days 01:13:22.138888888,0 days 00:00:20.228571428,#70-2,0.9954258501561617,0 days 00:00:16.000000000,6297
0 days 04:07:03.727272727,0 days 00:00:27.500000000,#100,0.9981483011811083,0 days 00:00:15.000000000,6312
0 days 01:29:30.733333333,0 days 00:00:00.000000000,#80,1.0,0 days 00:00:10.000000000,6309
0 days 01:36:46.821428571,0 days 00:00:00.000000000,#120,1.0,0 days 00:00:25.000000000,3164
0 days 22:23:46.500000000,0 days 00:00:15.000000000,#90,0.9998139915552166,0 days 00:00:16.000000000,6314
0 days 01:13:20.055555555,0 days 00:00:20.228571428,#70-1,0.9954236943040567,0 days 00:00:16.000000000,6292
0 days 04:53:28.777777777,0 days 00:00:01.000000000,#40,0.9999432133663116,0 days 00:00:13.000000000,6261
0 days 22:56:04.000000000,0 days 00:00:04.000000000,#140,0.999951555081872,0 days 00:00:34.000000000,3160
0 days 01:22:50.806451612,0 days 00:00:00.000000000,#160,1.0,0 days 00:00:11.000000000,6288
0 days 01:32:25.896551724,0 days 00:00:00.000000000,#50-2,1.0,0 days 00:00:14.000000000,6275
0 days 01:28:07.933333333,0 days 00:00:00.000000000,#50-1,1.0,0 days 00:00:15.000000000,6273
0 days 22:03:38.500000000,0 days 00:00:20.000000000,#60,0.9997482329097352,0 days 00:00:13.000000000,6283
0 days 01:01:21.682926829,0 days 00:00:20.600000000,#20-1,0.994435865543738,0 days 00:00:18.000000000,6242
