average_uptime,average_downtime,machine,e,ct,product
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#20-2,1.0,0 days 00:00:16.000000000,76
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#20-1,1.0,0 days 00:00:16.000000000,76
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#50-2,1.0,0 days 00:00:10.000000000,74
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#70-2,1.0,0 days 00:00:17.000000000,75
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#100,1.0,0 days 00:00:17.000000000,77
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#50-1,1.0,0 days 00:00:17.000000000,74
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#70-1,1.0,0 days 00:00:16.000000000,75
0 days 00:09:37.000000000,0 days 00:00:03.500000000,#30,0.9939707149009475,0 days 00:00:17.000000000,76
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#130,1.0,0 days 00:00:18.000000000,77
0 days 00:14:28.500000000,0 days 00:00:01.000000000,#40,0.9988499137435307,0 days 00:00:17.000000000,76
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#170,1.0,0 days 00:00:11.000000000,57
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#10,1.0,0 days 00:00:25.000000000,76
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#80,1.0,0 days 00:00:10.000000000,75
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#60,1.0,0 days 00:00:17.000000000,75
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#120,1.0,0 days 00:00:25.000000000,39
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#110,1.0,0 days 00:00:15.000000000,77
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#150,1.0,0 days 00:00:30.000000000,78
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#160,1.0,0 days 00:00:15.000000000,78
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#140,1.0,0 days 00:00:40.000000000,39
0 days 00:28:58.000000000,0 days 00:00:00.000000000,#90,1.0,0 days 00:00:16.000000000,76
