average_uptime,average_downtime,machine,e,ct,product
0 days 01:53:31.000000000,0 days 00:00:00.000000000,#130,1.0,0 days 00:00:33.000000000,3794
0 days 04:24:04.166666666,0 days 00:00:29.800000000,#110,0.9981227124495242,0 days 00:00:15.000000000,3790
0 days 02:53:25.888888888,0 days 00:00:07.000000000,#20-2,0.9993277561995817,0 days 00:00:16.000000000,3754
0 days 02:18:41.000000000,0 days 00:00:00.000000000,#150,1.0,0 days 00:00:33.000000000,3789
0 days 00:43:13.250000000,0 days 00:00:16.314285714,#30,0.9937482721528218,0 days 00:00:17.000000000,3762
0 days 01:51:12.428571428,0 days 00:00:00.000000000,#10,1.0,0 days 00:00:13.000000000,3745
0 days 07:29:50.750000000,0 days 00:00:03.000000000,#170,0.9998888631627691,0 days 00:00:11.000000000,3153
0 days 01:11:17.227272727,0 days 00:00:26.952380952,#70-2,0.9937380910834048,0 days 00:00:16.000000000,3789
0 days 05:17:56.400000000,0 days 00:00:08.250000000,#100,0.9995677154152683,0 days 00:00:16.000000000,3789
0 days 01:52:52.285714285,0 days 00:00:00.000000000,#80,1.0,0 days 00:00:07.000000000,3791
0 days 01:53:25.285714285,0 days 00:00:00.000000000,#120,1.0,0 days 00:00:41.000000000,1901
0 days 13:11:36.000000000,0 days 00:00:15.000000000,#90,0.9996842836395782,0 days 00:00:16.000000000,3794
0 days 01:11:11.545454545,0 days 00:00:26.952380952,#70-1,0.9937298139993401,0 days 00:00:16.000000000,3785
0 days 06:31:57.750000000,0 days 00:00:01.000000000,#40,0.9999574807334574,0 days 00:00:13.000000000,3766
0 days 02:18:48.615384615,0 days 00:00:00.000000000,#140,1.0,0 days 00:00:31.000000000,1902
0 days 02:26:24.769230769,0 days 00:00:00.000000000,#160,1.0,0 days 00:00:11.000000000,3788
0 days 01:52:13.642857142,0 days 00:00:00.000000000,#50-2,1.0,0 days 00:00:14.000000000,3773
0 days 01:52:09.642857142,0 days 00:00:00.000000000,#50-1,1.0,0 days 00:00:12.000000000,3773
0 days 08:43:57.666666666,0 days 00:00:25.500000000,#60,0.999189528496284,0 days 00:00:16.000000000,3778
0 days 02:53:11.222222222,0 days 00:00:07.000000000,#20-1,0.9993268080013678,0 days 00:00:16.000000000,3748
