average_uptime,average_downtime,machine,e,ct,product
0 days 00:10:50.000000000,0 days 00:00:47.000000000,#20-2,0.9325681492109039,0 days 00:00:16.000000000,117
0 days 00:10:50.000000000,0 days 00:00:47.000000000,#20-1,0.9325681492109039,0 days 00:00:16.000000000,117
0 days 00:08:56.400000000,0 days 00:00:14.750000000,#50-2,0.9732377755601923,0 days 00:00:15.000000000,113
0 days 00:22:40.500000000,0 days 00:00:20.000000000,#70-2,0.9855124954726548,0 days 00:00:16.000000000,111
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#100,1.0,0 days 00:00:17.000000000,108
0 days 00:08:56.400000000,0 days 00:00:14.750000000,#50-1,0.9732377755601923,0 days 00:00:17.000000000,113
0 days 00:22:40.500000000,0 days 00:00:20.000000000,#70-1,0.9855124954726548,0 days 00:00:16.000000000,112
0 days 00:08:57.000000000,0 days 00:00:14.000000000,#30,0.9745916515426497,0 days 00:00:17.000000000,116
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#130,1.0,0 days 00:00:16.000000000,106
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#40,1.0,0 days 00:00:17.000000000,114
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#170,1.0,0 days 00:00:12.000000000,87
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#10,1.0,0 days 00:00:20.000000000,117
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#80,1.0,0 days 00:00:11.000000000,111
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#60,1.0,0 days 00:00:17.000000000,112
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#120,1.0,0 days 00:00:32.000000000,53
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#110,1.0,0 days 00:00:15.000000000,106
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#150,1.0,0 days 00:00:30.000000000,106
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#160,1.0,0 days 00:00:16.000000000,106
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#140,1.0,0 days 00:00:40.000000000,53
0 days 00:45:41.000000000,0 days 00:00:00.000000000,#90,1.0,0 days 00:00:17.000000000,110
