[116038, 99820, 96088, 122291, 113053, 105581, 90401, 101478, 123482, 83327, 92865, 72503, 81700, 81177, 68500, 70518, 25071, 173, 272, 0]
[118558, 102079, 98409, 123999, 115015, 107687, 92722, 104729, 126217, 84713, 97762, 77409, 87808, 90222, 74574, 76024, 21906, 220, 347, 0]
[108674, 91303, 88245, 113435, 104267, 97300, 82460, 94288, 115373, 75404, 86273, 67160, 77267, 78895, 66453, 68620, 22389, 130, 207, 0]
[121057, 105087, 101341, 126273, 116982, 109743, 95077, 108033, 131120, 89095, 100128, 79209, 89962, 93053, 79468, 81224, 28173, 256, 383, 0]
[125002, 107096, 102114, 127638, 119037, 112143, 97355, 108933, 130228, 90284, 101943, 80876, 90361, 91833, 80706, 81768, 28574, 256, 363, 0]
[119836, 103119, 100114, 126024, 116913, 108998, 93974, 106897, 128424, 87164, 96735, 77675, 88544, 91935, 78249, 79686, 23426, 181, 235, 0]
[115884, 99553, 95342, 122158, 113468, 105959, 91078, 102850, 126521, 83693, 93809, 75357, 86572, 87166, 73743, 75044, 23455, 110, 256, 0]
[117863, 101770, 97344, 123195, 113860, 106587, 91352, 103663, 124316, 83723, 95173, 74065, 86234, 88250, 75370, 75511, 22752, 151, 219, 0]
[115772, 98979, 94859, 120068, 111954, 104525, 89662, 102313, 123581, 82609, 92595, 73463, 85945, 90525, 76576, 76504, 19544, 95, 175, 0]
[108244, 91798, 88426, 113665, 104509, 97125, 82322, 94716, 115187, 75479, 86057, 66149, 76976, 79429, 64739, 66027, 24482, 245, 315, 0]
[123082, 106273, 101966, 126334, 118784, 112158, 97500, 109251, 130811, 89528, 101261, 80870, 90489, 91941, 79371, 81346, 31523, 234, 371, 0]
[115770, 98714, 94163, 120190, 110928, 103430, 88869, 100669, 121814, 82538, 92604, 72956, 83251, 85473, 71728, 72922, 20338, 153, 250, 0]
[122431, 105666, 102843, 128803, 119544, 112137, 97270, 108920, 128243, 87166, 98918, 79042, 89646, 93179, 81558, 81799, 20631, 169, 248, 0]
[113952, 98161, 94519, 120209, 111011, 103626, 88601, 101678, 123363, 81704, 92363, 72430, 81987, 84276, 70994, 73493, 22007, 258, 311, 0]
[114704, 96745, 92148, 116893, 107812, 101295, 86526, 98625, 117415, 79350, 90136, 69612, 79292, 83121, 73200, 75062, 18133, 228, 339, 0]
[123172, 106543, 102215, 128052, 118196, 111146, 96355, 108492, 128616, 88503, 99604, 79432, 89831, 91727, 76919, 77703, 20190, 178, 294, 0]
[112993, 97385, 94095, 119649, 110899, 102994, 87980, 99440, 120554, 79009, 91000, 71356, 81366, 82621, 69940, 72203, 20336, 185, 441, 0]
[117942, 100941, 96198, 121714, 113576, 106793, 91953, 103914, 125991, 85451, 98278, 77028, 88665, 91131, 78684, 79408, 24914, 152, 260, 0]
[116370, 98081, 93388, 118162, 109557, 103175, 88400, 100638, 120305, 81087, 91705, 71338, 80683, 82802, 67945, 70613, 21411, 193, 269, 0]
[123029, 105525, 100653, 125313, 116434, 109615, 95313, 107624, 127174, 86727, 99372, 79745, 90555, 92726, 77416, 78551, 19866, 249, 371, 0]
[122607, 104921, 101504, 126795, 118272, 111001, 95903, 107626, 128575, 88231, 98306, 78175, 88894, 90137, 77521, 79676, 25031, 261, 474, 0]
[114736, 99186, 96139, 121859, 112645, 104933, 89885, 102889, 123633, 83244, 93714, 72910, 84106, 86579, 72203, 72675, 25815, 173, 251, 0]
[122033, 105052, 101554, 127375, 118226, 111040, 96425, 109106, 129710, 89125, 98678, 78847, 89585, 89986, 77720, 79512, 20358, 147, 243, 0]
[121652, 105203, 100986, 126018, 117686, 110384, 95513, 107886, 126999, 87881, 98927, 79235, 89793, 91503, 80190, 81739, 21502, 106, 443, 0]
[109322, 92842, 88750, 116250, 105920, 97770, 82933, 94114, 115545, 74242, 85528, 65823, 74133, 73441, 63723, 66014, 21890, 109, 179, 0]
[118934, 103499, 99264, 127175, 117424, 109343, 94189, 107165, 128591, 87093, 96898, 77442, 88641, 90089, 76403, 77469, 18076, 224, 375, 0]
[117398, 99122, 94563, 119339, 111246, 104852, 90335, 102066, 121469, 82653, 94382, 74083, 83118, 85482, 72338, 74053, 23032, 214, 291, 0]
[116651, 99953, 95461, 119303, 111303, 104458, 90046, 103212, 124294, 83042, 95612, 74845, 83440, 84991, 72067, 74887, 20510, 203, 291, 0]
[115536, 99333, 95393, 122361, 113419, 106018, 90506, 102690, 124634, 83797, 96150, 73847, 84479, 86407, 73656, 75524, 24171, 193, 279, 0]
[120082, 101974, 98365, 122407, 112902, 106349, 91655, 103505, 123245, 84566, 95212, 76626, 86037, 87646, 74521, 76017, 19668, 247, 359, 0]
[113265, 96392, 91157, 116523, 108759, 101908, 86977, 98408, 119470, 80714, 92361, 73330, 83441, 85544, 72823, 73247, 16141, 163, 301, 0]
[124542, 106764, 102649, 126736, 117467, 110774, 96215, 108449, 129547, 88606, 100547, 79911, 89856, 92503, 79560, 81731, 23820, 139, 275, 0]
[127458, 109978, 103993, 128404, 120480, 113929, 99837, 111462, 133166, 93117, 103639, 83117, 92184, 93135, 79961, 82178, 23255, 142, 306, 0]
[116318, 98549, 94368, 117756, 109505, 103112, 88822, 101152, 119996, 80760, 92404, 74054, 84704, 86810, 73988, 74504, 24455, 121, 225, 0]
