[0, 8373, 6600, 198, 900, 35, 618, 93, 1875, 9699, 6654, 15158, 12, 5206, 16173, 315, 50450, 58829, 30, 668]
[0, 7037, 5445, 77, 146, 34, 422, 91, 2025, 9953, 7749, 16923, 9, 5548, 15759, 381, 54019, 56570, 16, 536]
[0, 7145, 4627, 117, 170, 95, 564, 95, 3001, 8610, 8016, 17420, 5, 4393, 13190, 481, 50706, 57808, 0, 359]
[0, 6258, 6409, 92, 275, 61, 546, 30, 3367, 8851, 7572, 16574, 8, 5570, 13925, 203, 58707, 49814, 0, 665]
[2, 7091, 5439, 119, 701, 21, 478, 39, 1621, 8758, 7496, 16340, 13, 5469, 16800, 217, 51967, 61249, 0, 338]
[0, 8366, 5839, 295, 88, 30, 320, 40, 1888, 9322, 7262, 18471, 2, 5817, 15467, 361, 60841, 48449, 0, 574]
[0, 8159, 5650, 46, 352, 12, 507, 3, 1397, 9480, 9414, 16541, 5, 5643, 14356, 548, 53931, 59903, 0, 648]
[0, 8985, 5516, 8, 454, 122, 537, 3, 2458, 8635, 7795, 18208, 22, 5007, 15368, 323, 52797, 58320, 0, 448]
[0, 7734, 5517, 113, 408, 6, 478, 10, 2238, 8615, 7383, 16537, 3, 5381, 15070, 216, 59443, 56110, 15, 394]
[0, 8508, 6492, 66, 347, 39, 190, 118, 1728, 8341, 8100, 15977, 13, 5568, 15460, 230, 55188, 54968, 1, 553]
[0, 7104, 5244, 106, 438, 60, 390, 122, 2661, 9210, 6915, 16965, 2, 4848, 15571, 450, 45769, 55262, 0, 534]
[0, 7530, 5059, 59, 515, 69, 223, 114, 2380, 9446, 7110, 17139, 13, 5573, 15252, 195, 49701, 62297, 0, 546]
[0, 7967, 4132, 155, 174, 48, 604, 53, 1646, 9031, 7412, 17241, 11, 5361, 15572, 411, 67146, 50385, 0, 583]
[0, 7480, 5389, 257, 588, 28, 275, 157, 2119, 10568, 7697, 16780, 8, 4843, 13898, 300, 60386, 45955, 0, 801]
[0, 6750, 5469, 66, 669, 51, 281, 35, 2347, 8979, 6714, 15554, 3, 5189, 15575, 322, 54686, 57194, 0, 850]
[0, 6535, 7653, 73, 473, 10, 438, 177, 1281, 9001, 7629, 16275, 10, 4916, 15474, 345, 55911, 58953, 3, 146]
[3, 7281, 6489, 137, 511, 28, 509, 36, 2501, 8792, 7681, 17225, 11, 6029, 13374, 404, 60149, 56094, 8, 568]
[1, 7254, 5453, 58, 194, 59, 473, 39, 3016, 9431, 7493, 17468, 5, 6260, 13569, 386, 57470, 61489, 0, 482]
[0, 6235, 5482, 244, 516, 69, 347, 162, 2623, 11983, 8426, 16696, 9, 5775, 14549, 533, 46689, 64095, 0, 577]
[0, 9044, 5590, 337, 441, 40, 335, 159, 3433, 10081, 7108, 18347, 3, 5923, 14577, 135, 57243, 56095, 0, 360]
[0, 7707, 5351, 39, 419, 86, 367, 83, 2189, 9367, 8407, 17020, 13, 6598, 14634, 618, 54909, 53404, 0, 815]
[0, 6481, 5381, 188, 360, 49, 176, 96, 2024, 10446, 6967, 16963, 5, 5407, 13170, 503, 49389, 58974, 3, 684]
[0, 6476, 4518, 95, 347, 109, 595, 189, 2412, 8965, 8268, 15969, 8, 6557, 14141, 195, 60983, 58159, 0, 846]
[0, 6488, 5608, 197, 339, 78, 607, 35, 2401, 8566, 7779, 16200, 18, 5200, 11753, 469, 58621, 56859, 0, 284]
[0, 8413, 5332, 88, 444, 4, 486, 99, 1679, 9208, 7444, 17705, 10, 5876, 14496, 373, 61715, 59041, 0, 620]
[0, 6011, 5971, 129, 673, 31, 331, 19, 2319, 9459, 6401, 17977, 3, 5727, 13887, 306, 53675, 46011, 5, 377]
[1, 7093, 5240, 119, 550, 17, 393, 36, 1769, 9214, 8376, 16878, 10, 5734, 12159, 284, 62281, 52067, 0, 1178]
[0, 5282, 5893, 94, 819, 42, 399, 139, 2329, 9238, 7728, 16665, 7, 4644, 14732, 451, 61633, 64853, 1, 400]
[0, 7287, 7187, 51, 577, 31, 355, 64, 2453, 9943, 6903, 16656, 5, 6278, 15064, 506, 55372, 49088, 0, 496]
