average_uptime,average_downtime,machine,e,ct,product
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#130,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#110,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#20-2,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#150,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#30,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#10,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#170,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#70-2,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#100,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#80,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#120,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#90,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#70-1,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#40,1.0,0 days 01:40:00.000000000,1
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#140,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#160,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#50-2,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#50-1,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#60,1.0,0 days 01:40:00.000000000,0
0 days 00:00:01.000000000,0 days 00:00:00.000000000,#20-1,1.0,0 days 01:40:00.000000000,0
